state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl calls,total intl charge,customer service calls,churn
AZ,82,415,413-6380,0,1,33,95,23.43,128,20.02,70,12.06,6,2.97,2,0
ME,52,510,380-9674,0,0,0,80,21.98,101,12.13,89,11.62,4,3.32,3,0
NH,146,510,345-2319,0,0,0,77,19.65,100,18.16,72,9.83,6,2.89,1,0
RI,120,415,377-5441,0,1,23,114,37.72,84,21.65,117,11.27,5,1.94,2,0
ID,130,415,358-3692,0,0,0,113,44.83,103,15.85,99,8.79,6,4.94,1,1
WI,90,408,400-5831,0,0,0,91,10.42,94,16.52,80,6.44,9,3.08,1,0
NM,147,408,357-5995,1,0,0,113,31.25,110,14,87,5,4,2.73,1,0
WY,159,415,391-2159,0,0,0,68,28.46,74,12.22,111,6.3,3,2.78,0,1
IL,74,510,398-5954,0,1,27,122,26.2,150,16.6,86,12.45,2,3.56,4,0
TX,130,408,385-6175,0,0,0,101,42.84,105,14.47,64,9.41,5,1.54,0,0
RI,155,408,334-2961,1,0,0,94,27.73,108,24.79,111,4.34,3,3.02,0,0
MI,87,415,405-4303,0,0,0,80,33.71,89,15.9,96,6.01,4,4.48,2,0
OR,81,415,406-4100,0,0,0,48,55.2,82,20.09,78,8.44,5,3.54,0,1
VA,99,510,352-4401,0,0,0,78,21.81,120,18.3,140,6.47,9,3.86,2,0
SD,131,510,347-1473,0,0,0,110,31.94,101,17.04,125,9.12,11,2.75,2,0
AL,89,510,347-2016,0,0,0,71,21.96,68,18.2,100,9.67,4,2.78,5,1
MS,123,415,388-8948,1,0,0,106,21.34,96,10.96,129,11.34,6,1.7,4,1
MS,130,510,402-5509,0,1,26,108,43.72,122,19.07,118,9.18,4,3.4,1,0
HI,99,415,367-2598,0,0,0,90,21.18,70,12.44,95,7.62,6,2.84,1,0
WV,36,408,370-5001,0,0,0,144,29.77,69,18.44,146,10.97,3,2.67,1,0
WV,87,415,332-3693,0,0,0,91,21.13,105,14.74,109,11.53,5,2.03,3,0
WV,139,415,403-9766,0,0,0,130,46.17,131,13.26,108,6.13,9,3.13,2,0
IN,189,510,363-2407,0,0,0,80,37.38,117,12.18,69,5.88,7,3.16,1,0
NM,96,415,395-9214,0,1,33,115,31.16,87,17.12,84,7.98,15,2.81,3,0
DE,112,408,351-8894,0,0,0,119,17.19,67,18.22,112,8.08,5,2.78,2,0
NC,75,408,406-5003,0,0,0,70,34.56,97,19.46,118,10,3,3.86,1,0
NM,178,415,398-1332,0,1,35,88,29.82,65,16.15,94,6.24,3,2.84,2,0
SC,112,415,363-8033,0,0,0,97,45.22,94,18.24,100,13.78,2,3.83,2,1
NJ,108,415,333-1012,0,1,41,110,29.17,78,11.57,103,8.25,7,2.92,0,0
AZ,100,510,391-6260,0,0,0,98,13.38,102,19.18,106,6.77,8,3.78,0,0
RI,121,510,336-1353,0,1,20,110,36.02,120,18.28,107,10.73,2,2.54,0,0
SD,116,415,365-5629,0,0,0,101,10.83,95,16.64,87,9.45,6,2.7,1,0
NH,161,415,349-4397,0,0,0,100,29.48,74,18.16,69,6.37,4,3.11,1,0
AL,19,415,380-3910,1,0,0,98,40.41,121,17.6,95,8.2,4,1.22,0,0
WV,104,415,354-7820,0,0,0,123,38.4,106,13.84,85,12.24,4,2.73,1,0
ID,119,415,338-9952,1,1,32,101,29.41,93,17.8,91,10.4,4,3.29,0,0
MD,125,415,405-1821,0,0,0,102,38.23,87,12.22,105,8.95,2,2.16,0,0
IN,156,510,329-8669,0,0,0,122,40.41,91,15.43,151,8.36,4,2.08,1,0
WY,109,415,328-8808,0,0,0,128,23.29,116,18.45,86,8.19,5,2.7,2,0
NH,95,510,409-3018,0,0,0,109,24.23,107,14.97,88,8.53,3,2.21,2,0
MN,90,408,421-5994,0,0,0,126,24.21,118,10.73,71,12.34,4,1.24,1,0
MA,105,415,354-4448,0,1,21,112,24.99,43,16.77,93,12.03,3,2.35,2,0
NH,101,510,352-5081,0,0,0,124,37.45,101,16.03,98,12.53,4,2.86,1,0
MN,95,415,401-7803,0,0,0,96,25.36,116,22.16,120,9.05,2,2.19,1,0
IA,123,415,420-6052,0,0,0,88,34.75,111,11.69,100,10.17,4,2.7,0,0
NY,160,408,352-6084,0,0,0,77,36.86,117,17.62,117,10.29,2,1.51,1,0
AL,141,510,388-8583,0,1,28,123,52.36,128,21.06,103,6.88,3,2,1,0
WV,87,415,415-3158,0,0,0,125,9.86,116,5.74,136,8.37,3,3.11,0,0
NM,81,415,402-9304,0,0,0,80,29.44,94,20.08,84,10.81,6,3.19,2,0
CA,75,415,341-1916,0,1,19,90,35.75,87,20.55,102,9.71,3,3.54,4,0
MA,126,408,381-2745,0,1,24,125,10.01,90,25.97,73,7.15,6,3.27,0,0
ME,28,415,402-5014,0,0,0,102,40.26,87,14.2,115,12.61,3,2.62,3,0
FL,153,415,399-8846,0,0,0,102,38.91,136,13.66,109,9.14,2,3.38,0,0
NH,97,408,328-9267,0,1,32,87,15.3,113,23.49,107,8.33,6,2.32,2,1
IN,115,408,348-7224,0,0,0,128,24.94,74,9.03,104,8.9,4,3,2,0
WI,95,408,336-2190,0,0,0,83,40.34,65,13.09,105,10.67,6,3.02,1,0
MA,17,415,376-4705,1,0,0,118,27.68,91,19.52,94,14.97,3,3.67,0,1
NH,105,415,381-4076,0,1,20,114,31.77,91,21.79,104,15.06,2,2.4,1,0
TX,121,415,348-8464,0,0,0,100,14.64,113,22.08,79,6.66,9,2.46,2,0
NC,125,408,412-7020,0,0,0,89,36.09,127,18.31,73,8.41,2,3.05,2,0
CT,124,415,386-8432,0,0,0,98,25.67,119,10.25,81,6.88,2,2.48,2,0
NJ,35,408,337-1802,0,0,0,67,26.96,96,11.08,80,10.34,5,1.86,2,0
WY,134,510,366-1084,0,0,0,93,50.32,117,19.24,98,11.11,10,3.32,0,1
LA,123,510,352-4182,0,1,32,77,36.09,78,21.38,85,9.39,2,1.78,3,0
NV,124,415,368-5628,0,0,0,61,39.85,111,15.24,117,12.85,6,2.81,3,0
WV,133,510,333-8996,0,0,0,92,30.06,97,15.94,88,8.86,3,1.76,2,0
AR,185,415,353-2557,0,1,19,123,26.74,94,21.9,107,8.57,6,2.59,0,0
SC,1,415,356-8621,0,1,26,68,24.92,67,14.69,113,7.82,2,2.7,1,0
KS,107,415,354-6942,0,0,0,108,44.29,110,8.7,148,5.84,5,2.65,1,0
NY,91,415,377-9829,0,1,20,98,24.84,104,23.58,100,6.2,3,1.67,1,0
MI,178,408,348-4660,1,0,0,134,21.17,78,12,113,12.07,2,3.08,2,1
MA,123,415,410-5199,0,0,0,49,35.6,117,20.18,98,10.76,11,2.65,1,0
UT,170,415,397-6542,0,0,0,44,48.57,144,14.24,97,11.7,4,2.35,1,1
HI,135,415,333-4492,0,0,0,44,32.45,109,13.72,100,10.44,2,2.27,1,0
PA,85,408,405-9573,0,0,0,88,24.55,105,22.49,94,8.34,3,2.67,1,0
OR,134,415,359-7255,0,1,50,130,35.5,104,11.3,107,6.15,4,3,2,0
TN,148,415,419-5501,0,1,36,141,13.19,60,17.6,115,11.51,2,2.94,1,0
CT,93,415,404-4809,0,0,0,101,46.09,133,20.18,103,6.54,6,2.27,1,1
AZ,138,415,344-6334,0,0,0,104,40.94,92,12.28,98,5.66,1,3.13,0,0
OR,159,510,400-1899,0,0,0,98,19.52,101,16.37,108,11.66,5,3.29,0,0
DE,103,415,346-5053,0,1,34,80,23.6,108,12.07,77,8.27,7,3.19,1,0
MA,150,408,398-2148,0,1,27,112,35.67,80,13.18,111,11.32,6,1.94,0,0
CT,37,408,347-7675,0,0,0,98,22.93,130,21.11,113,10.63,2,3.97,3,0
AR,33,415,411-8956,1,0,0,99,27.88,102,13.01,104,5.57,4,1.73,0,0
SD,55,415,390-3761,0,0,0,130,41.74,54,16.38,83,6.38,4,2.46,1,0
CT,134,408,377-3876,0,1,32,94,13.65,124,16.99,117,7.69,3,4.48,0,0
CT,107,408,345-2476,0,0,0,90,15.42,109,17.64,96,7.62,5,1.51,2,0
MA,80,408,337-7879,0,1,36,115,32.35,78,21.81,145,9.67,4,1.03,1,0
MS,78,408,361-7283,0,0,0,108,18.46,126,17.84,117,10.02,5,2.13,1,1
MT,85,408,372-4868,0,1,17,88,15.27,75,19.82,116,7.46,7,2.51,4,1
AK,61,415,346-8863,0,1,15,106,42.91,69,15.96,137,11.68,3,2.7,2,0
DE,97,415,390-5267,0,1,32,94,31.18,120,22.87,38,9.16,4,1.81,5,0
OH,136,408,392-1547,1,0,0,103,31.18,113,12.06,122,9.02,9,2.81,2,0
MN,135,408,340-8177,0,0,0,100,26.38,84,11.55,82,8.31,9,1.03,3,0
CA,87,415,383-4802,0,1,19,122,28.19,89,15.89,78,11.24,0,0,1,0
OH,165,510,378-8567,0,0,0,67,35.6,89,23.27,88,6.76,1,3.46,0,0
NV,148,415,406-7844,0,0,0,104,47.48,87,17.14,99,12.64,2,2.13,2,1
SC,99,415,402-9173,0,0,0,102,29.6,118,8.42,126,9.52,2,2.08,2,0
WV,123,415,352-3440,0,0,0,78,29.87,96,15.69,92,7.06,2,2.46,2,0
NM,127,415,363-1413,1,0,0,87,43.61,101,18.88,122,7.05,3,3.51,1,0
WY,151,415,394-8861,0,0,0,89,28.93,83,15.94,100,5.38,3,1.16,0,0
CA,185,408,358-4036,0,0,0,92,23.73,115,21.27,79,7.11,4,2.92,1,0
KS,65,415,392-4680,0,1,34,119,35.5,106,12.08,87,9.66,4,3.38,4,0
WY,58,510,354-2762,0,0,0,126,35.72,108,21.16,88,7.14,2,3.89,4,0
OK,104,415,371-5811,0,0,0,87,19.31,98,13.48,87,8.45,6,2.84,2,0
UT,44,415,387-2014,0,0,0,89,34.44,96,13.86,151,12.06,3,2.24,0,0
MA,58,408,411-6598,0,0,0,112,29.65,122,22.59,87,8.21,0,0,4,0
UT,108,415,355-9356,0,0,0,117,35.8,103,13.96,68,9.06,5,2.54,0,0
MN,132,510,406-4720,0,0,0,88,20.66,124,21.51,120,8.81,4,2.89,1,0
NE,80,415,356-7239,0,0,0,67,21.73,112,15.44,63,8.88,2,4.29,2,0
OH,162,415,328-8747,0,0,0,98,22.98,107,20.57,96,11.11,2,2.75,2,0
KY,110,510,388-9464,0,0,0,62,16.9,86,23.38,94,9.54,3,4.51,2,0
WA,96,415,406-2866,0,0,0,105,47.07,94,20.99,107,11.45,3,2.78,1,1
NY,168,408,333-5729,0,0,0,134,27.78,87,20.41,147,7.38,2,3.13,2,1
IN,72,510,391-1499,0,0,0,116,48.86,126,20,114,13.14,3,1.35,4,1
CO,125,408,386-8690,0,1,23,104,20.49,115,19.36,100,7.13,3,2.75,1,0
DC,170,510,391-2231,0,0,0,106,31.3,70,17.42,133,10.09,3,2.65,2,0
AK,71,510,332-2275,0,0,0,84,31.45,129,19.76,82,8.6,4,4.02,3,0
SC,124,415,340-4028,0,0,0,109,27.35,152,12.26,97,5.42,12,3.48,1,0
KS,68,415,363-3486,0,0,0,68,35.29,123,21.39,100,8.62,6,2.94,2,0
UT,97,415,418-3181,0,0,0,134,35.56,0,0,94,7.89,6,3.19,1,0
IL,98,510,351-3316,1,0,0,71,26.93,66,26.06,93,6.49,4,0.57,1,0
DC,24,408,369-3626,0,0,0,73,25.33,81,11.14,69,10.74,3,2.32,2,1
DC,136,510,353-2763,0,0,0,63,34.77,95,17.75,119,10.08,2,2.65,0,0
OK,44,408,358-7165,0,0,0,86,49.1,87,14.95,106,9.69,2,2.57,0,1
KY,96,415,353-3223,0,1,40,90,18.46,154,17.54,118,5.68,4,3.62,0,0
NE,31,415,338-9044,0,0,0,129,16.58,78,22.13,100,3.99,5,1.89,1,0
AL,72,415,341-7296,0,0,0,102,28.31,103,22.19,85,11.82,5,3.59,0,0
HI,24,415,398-4431,0,0,0,104,26.55,101,7.65,116,9.23,5,1.97,1,0
SC,112,415,408-5601,0,1,31,89,38.28,117,21.83,87,11.24,1,3.11,4,0
GA,117,415,328-5188,1,0,0,118,48.86,84,22.07,86,6.89,3,2.7,1,1
KS,137,415,329-4474,0,1,19,96,29.8,146,20.51,109,9.51,2,2.11,0,0
PA,136,408,357-4573,0,0,0,75,17.36,97,18.66,92,3.32,5,2.65,0,0
UT,95,415,341-7112,0,0,0,103,26.84,90,22.07,117,10.35,2,3.78,0,0
OR,82,415,400-3147,0,1,19,73,24.91,65,20.94,114,8.96,4,1.11,1,0
ND,145,415,378-1936,0,0,0,116,41.79,91,24.37,115,10.83,13,2.43,1,1
KY,56,415,347-1640,1,0,0,114,30.21,110,18.33,67,10.65,5,2.84,1,0
MN,155,408,374-9531,1,0,0,146,42.64,105,12.96,104,6.66,5,2.7,2,0
OH,133,408,380-4374,0,0,0,100,20.03,105,16.93,119,10.98,4,3.19,0,1
TX,53,415,380-9409,0,0,0,113,20.35,84,16.12,108,11.53,7,3.48,2,0
WY,123,415,387-1116,0,0,0,87,41.17,101,19.22,121,12.09,3,2.21,5,1
GA,136,415,400-7509,0,0,0,83,27.78,119,21.19,90,11.24,4,2.65,7,0
TX,57,415,403-6225,0,0,0,113,27.37,134,17.68,81,9.36,4,2.27,3,0
WV,62,408,382-8274,0,0,0,111,21.88,104,14.41,97,8.71,5,2.78,1,0
NM,112,415,354-5764,0,0,0,94,13.87,112,22.79,75,6.34,18,2.32,1,0
MI,55,415,387-6912,0,1,20,91,35.31,113,16.97,110,9.74,1,1.97,1,0
NC,95,408,384-3413,0,0,0,115,21.86,88,18.38,96,11.49,2,1.7,6,1
NY,125,415,367-3950,0,0,0,65,39.66,93,17.83,109,9.48,4,2.46,1,0
TX,1,415,396-4254,0,0,0,106,30.96,106,11.47,75,6.85,3,2.7,5,1
KY,98,415,333-3010,0,1,36,81,28.56,125,13.87,120,7.77,2,2.16,6,1
SD,105,415,393-1891,0,0,0,88,42.77,103,14.88,112,8.3,5,1.46,1,0
ID,113,415,336-9053,0,1,30,102,31.25,123,15.59,52,10.58,7,3.13,0,0
OR,99,408,353-3372,0,0,0,44,43.59,105,18.23,75,10.52,1,2.13,3,1
WI,103,415,386-8943,0,0,0,134,30.63,85,8.3,134,8.18,3,2.27,1,0
WV,177,408,376-9716,0,0,0,81,38.73,97,13.75,106,9.76,5,2.16,1,0
SC,149,415,370-8676,0,1,20,132,25.13,94,23.53,110,6.75,6,2.75,0,0
CT,160,415,360-2329,0,0,0,136,39.93,134,23.02,101,9.87,2,3.75,1,1
NV,116,408,360-1320,0,0,0,54,18.85,82,18.14,116,8.38,2,2.13,2,0
ND,90,415,329-8638,0,1,22,94,21.17,90,19.69,108,10,12,1.73,1,0
MI,148,415,385-1118,1,0,0,81,39.7,71,15.95,97,5.5,2,2.59,0,1
MT,147,415,408-8269,0,1,35,134,33.54,99,11.99,90,9.54,4,2.73,2,1
NE,95,510,391-2334,0,0,0,96,9.89,126,17.18,97,9.47,5,2.81,0,0
UT,201,510,373-8900,0,0,0,72,36.16,90,19.14,99,8.78,6,1.89,1,0
WV,80,415,382-3512,0,0,0,89,25.76,78,11.19,131,10.59,4,3.19,0,0
AR,122,415,420-4089,1,0,0,117,24.87,93,18.59,97,10.62,5,3.11,1,0
MT,132,408,406-8465,0,0,0,100,33.17,95,12.65,117,10.1,2,1.81,0,0
UT,83,510,386-6114,0,0,0,71,35.51,92,18.26,108,11.16,5,3.51,1,0
HI,99,408,413-9328,0,0,0,107,23.07,103,17.71,95,9.4,3,2.38,7,1
KS,84,415,335-7144,0,0,0,86,38.4,105,23.43,108,9.06,3,3.86,3,1
NY,46,415,414-5177,0,0,0,67,20.77,62,14.21,98,8.77,6,2.62,1,0
OH,87,510,350-5993,0,0,0,106,26.06,117,19.08,152,12.3,5,2.4,2,0
HI,150,415,370-1465,0,0,0,117,36.38,89,16.35,99,10.92,4,2.13,1,0
KS,73,408,385-2370,0,0,0,112,33.12,85,14.21,61,4.51,6,2.92,1,0
IN,7,415,358-9146,0,0,0,87,35.14,83,23.89,77,7.13,5,2.97,3,0
OR,89,415,357-8515,0,1,12,105,31.96,107,12.86,132,9.09,3,2.84,2,0
NY,131,408,406-8995,1,0,0,83,20.79,94,10.1,95,6.66,3,3.7,3,1
VA,105,415,344-3145,0,0,0,96,44.08,97,14.89,36,10.01,5,3.24,3,0
MI,108,408,341-9890,1,0,0,114,19.57,70,17.96,85,6.12,3,3.73,2,1
ID,47,415,365-4387,0,1,28,109,29.39,94,11.7,109,9.17,6,2.24,1,0
MO,101,415,375-3341,1,0,0,116,26.59,114,11.08,109,9.33,5,1.97,1,0
AL,182,415,418-3096,0,1,24,104,21.78,127,12.19,98,8.59,3,3.13,1,0
OR,161,408,378-3879,0,0,0,73,33.42,79,14.47,79,8.74,3,3.38,1,0
VT,128,408,344-1362,0,0,0,130,38.74,71,25.72,82,8.62,7,1.49,1,1
AZ,69,415,419-3937,0,1,31,63,33.13,90,16.29,129,6.89,2,3.56,2,0
VA,113,408,348-4961,0,1,34,63,7.63,82,11.41,118,7.58,3,3.59,1,0
PA,87,408,329-1410,0,1,30,114,44.68,130,18.34,88,6.97,2,2.11,0,0
CO,71,415,332-9896,0,0,0,70,35.9,122,21.48,104,10.16,3,3.32,0,0
KY,76,415,407-8575,0,0,0,69,34.68,110,19.13,85,10.81,5,2.59,1,0
NJ,87,510,387-2799,0,0,0,109,37.94,86,10.84,83,13.02,4,3.92,3,0
IL,117,408,373-9108,0,0,0,82,20.23,108,15.94,97,8.52,3,3.11,1,0
WA,177,415,345-3947,0,0,0,91,45.24,79,19.14,58,10.11,8,2.4,3,1
WV,95,415,356-7511,0,0,0,104,22.85,95,12.95,80,10.64,3,2.54,1,0
RI,76,415,343-4516,0,0,0,78,29.09,83,21.86,92,4.12,3,4.37,1,0
OH,66,415,408-6305,0,0,0,103,28.99,77,21.62,138,8.88,2,2.84,2,0
MO,110,415,338-7305,0,0,0,124,30.35,141,12.49,102,9.77,7,2.67,1,0
MD,204,510,401-3077,0,0,0,145,34.88,95,13.16,77,8.61,5,3.81,3,0
OH,32,415,401-6977,0,1,31,97,39.58,111,15.6,111,9.31,2,3.51,0,0
VA,133,408,385-1464,0,1,39,107,40.78,77,21.57,85,5.79,3,1.81,5,0
FL,185,408,417-5034,0,0,0,97,9.45,83,24.54,110,5,3,3.27,2,0
CO,103,415,420-7066,0,1,37,78,26.1,108,20.56,110,11.01,3,2.86,1,0
NY,91,510,394-8256,0,0,0,100,18.67,104,16.12,85,9.3,3,3,1,0
WV,131,415,362-5044,0,0,0,89,33.34,87,15.77,132,11.25,6,1.4,2,0
LA,153,510,350-2075,0,0,0,127,28.36,121,12.2,130,9.48,4,3.19,0,0
MA,132,415,343-5372,0,1,25,96,19.24,107,22.94,87,10.31,7,1.92,2,0
UT,148,510,377-9520,0,0,0,92,34.51,125,12.83,131,11.05,9,3.94,1,0
AL,141,408,391-6773,0,0,0,90,41.28,80,19.9,104,9.52,3,1.62,5,0
ME,105,415,403-4442,0,0,0,102,26.61,134,11.92,111,10.23,2,3.29,2,0
TX,169,408,379-5885,0,0,0,105,45.34,88,13.45,111,12.95,3,3.73,3,1
ND,127,415,399-1021,0,1,23,80,30.94,85,18.37,82,7.06,4,2.65,1,0
CO,57,415,342-4004,0,0,0,92,14.6,127,16.48,93,10.42,2,2.73,0,0
LA,123,415,382-7659,0,1,33,87,24.92,59,9.76,99,9.92,7,0.78,0,0
MT,103,510,342-1004,0,1,35,101,18.79,81,17.71,77,3.93,2,3.75,4,1
OR,101,415,398-5851,0,0,0,89,20.16,97,16.97,61,2.4,5,3.11,1,0
NH,123,415,396-4869,0,1,22,105,33.59,86,6.8,82,5.44,12,4.21,2,0
NE,78,510,422-8333,0,1,32,116,35.75,83,16.34,92,11.07,4,2.92,6,0
WV,101,415,367-9127,0,1,28,96,37.45,72,24.29,111,9.14,6,2.54,4,0
NV,129,415,420-3028,0,0,0,98,25.5,101,19.75,123,11.75,6,3.38,1,0
MA,67,415,357-6348,0,1,34,114,27.49,115,17.65,114,9.26,4,2.48,0,0
MI,37,415,386-1131,0,0,0,116,32.54,99,14.23,112,9.74,5,3.78,3,0
KY,64,415,349-8391,1,0,0,83,24.94,91,12.61,69,10.74,3,3.38,3,0
WV,173,510,421-1484,0,0,0,103,18.6,111,8.61,106,7.53,7,2.11,1,0
KY,135,510,414-2663,0,0,0,115,24.5,68,21.23,82,9.51,3,3.67,1,0
NJ,75,415,327-6989,0,1,42,93,42.31,108,14.52,91,4.7,8,3.02,1,0
ME,88,415,405-5513,0,0,0,112,14.57,70,18.84,75,8.58,3,3.13,4,1
TX,112,415,345-9168,0,0,0,112,36.52,104,17.82,97,7.4,5,2.54,3,0
MN,113,408,417-5146,0,0,0,137,27.01,109,20.64,97,11.15,4,1.76,0,0
VA,121,510,339-2792,0,1,28,94,18.7,76,12.03,87,10.68,3,1.73,2,0
DC,70,415,345-8397,0,0,0,145,25.98,102,15.61,75,6.83,2,2.84,1,0
MD,90,415,344-6404,0,0,0,103,24.75,137,16.75,83,13.25,4,2.84,0,0
RI,39,408,417-9455,0,0,0,83,15.86,114,16.97,104,9.28,4,1.76,0,0
MA,142,408,343-1009,0,0,0,134,36.86,106,15.96,108,6.21,2,2.24,0,0
MD,176,408,365-3493,0,0,0,101,34.32,78,13.15,79,7.4,2,2.43,1,0
NM,105,408,376-7043,0,0,0,81,24.89,80,19.13,117,10.35,2,2.3,1,0
MN,57,415,348-5728,0,0,0,74,46.36,85,19.12,104,8.02,3,2.84,2,1
MI,110,510,357-5784,0,0,0,92,3.21,81,21.96,74,4.93,4,4,1,0
AZ,88,415,417-9844,0,0,0,81,29.38,90,16.44,107,4.03,5,3.46,2,0
AL,95,408,333-7225,0,0,0,119,32.33,70,13.35,120,8.17,6,3.78,0,0
MI,147,415,382-4943,0,0,0,83,22.2,144,17.69,72,9.21,3,4.21,3,0
SC,101,415,345-4589,0,0,0,92,26.93,117,15.98,125,9.89,4,3.65,4,1
MS,115,415,404-6337,0,0,0,111,28.31,98,20.08,92,9.25,2,4.21,1,0
MS,103,415,412-1470,0,0,0,103,21.98,89,17.24,126,10.49,2,3.48,2,0
CA,82,415,394-9220,0,0,0,112,33.88,120,16.44,117,11.45,10,1.89,0,0
MD,141,415,364-5362,0,0,0,126,31.47,98,19.81,106,6.85,7,2.46,0,0
ND,149,408,372-9852,0,0,0,80,29.82,127,16.78,102,8.47,2,2.62,2,0
IL,131,510,394-9984,0,0,0,123,44.78,74,12.91,101,9.83,2,2.89,2,0
SD,119,510,402-1668,0,0,0,108,16.01,100,22.45,79,9.17,3,1.97,1,0
AL,112,510,339-5659,0,0,0,83,32.2,89,18.62,116,7.56,8,1.92,3,0
NV,116,510,341-7279,0,1,35,103,20.06,106,14.21,102,9.26,2,3.19,2,0
LA,94,415,371-3236,0,0,0,98,36.06,89,16.1,95,15.85,5,2.27,3,0
VA,90,408,343-5679,0,0,0,93,37.74,103,15.9,124,12.7,6,3.35,2,0
DE,114,415,347-4626,0,1,31,98,37.88,105,15.34,101,6.81,4,3.51,0,0
CT,63,408,344-8498,0,1,25,137,32.3,76,9.91,110,6.37,2,3.29,1,0
CO,130,408,349-3005,0,0,0,129,46.21,128,20.16,91,9.45,2,2.35,4,1
MA,122,408,371-3498,0,1,29,83,33.22,93,22.8,95,7.56,6,2.27,3,0
OR,166,510,367-4853,0,0,0,93,33.93,99,18.22,110,8.86,5,1.94,3,0
WA,62,415,422-3454,0,0,0,98,17,95,14.75,122,9.81,4,2.73,0,0
SC,78,415,403-8915,0,1,21,85,27.3,79,18.96,92,5.58,1,2.57,2,0
IN,148,415,371-2418,0,1,26,91,26.98,127,13.64,88,9.82,3,2.67,1,0
MD,154,510,411-2977,0,0,0,122,26.27,71,18.21,105,8.01,2,3.24,3,1
NV,110,408,389-8163,0,1,34,114,32.69,114,10.99,102,6.13,12,1.7,1,0
TX,75,415,417-4456,0,0,0,106,51.87,115,15.98,116,10.59,5,2.3,0,1
ND,84,408,351-1894,0,1,38,106,32.81,106,13.06,87,11.72,5,2,2,0
WV,113,510,386-6408,0,0,0,88,12.33,112,17.34,118,5.31,3,1.78,1,0
CO,181,510,370-9592,0,1,40,61,17.88,79,29.01,97,7.46,3,1.7,2,0
TX,51,415,397-9251,0,0,0,88,30.69,102,11.45,97,7.68,3,2.7,2,0
FL,102,408,395-6913,0,1,29,86,36.5,109,26.72,110,12.61,2,3.86,0,0
AL,107,408,332-3804,0,0,0,95,14.76,85,9.19,87,9.19,3,3.56,1,0
WV,88,510,421-1326,0,0,0,99,22.36,128,14.86,83,8.29,2,2.13,5,1
MI,82,415,415-8200,0,0,0,102,23.02,122,20.15,91,5.32,4,4.73,0,0
NY,204,415,371-9414,0,0,0,85,29.63,95,21.6,96,7.94,3,1.59,6,0
MS,130,510,347-3895,0,0,0,63,34.66,93,16.3,125,5.96,4,3.27,3,0
MO,174,510,342-5854,0,0,0,108,40.04,143,12.1,131,14.25,5,3.38,0,0
AR,129,415,379-7192,0,0,0,113,26.69,97,21.84,126,8.35,2,3.27,2,0
MS,190,415,394-5753,1,0,0,55,19.02,124,18.96,81,10.94,7,2.7,3,0
NY,54,510,390-6932,1,0,0,91,40.17,130,12.99,98,7.21,8,3.02,3,0
SD,78,408,394-3171,0,0,0,88,27.81,93,24.09,108,11.79,9,2.32,0,0
AK,100,415,394-5202,0,1,29,127,36.31,82,14.95,100,9.32,3,2.4,1,0
WV,70,510,348-3777,0,1,30,72,24.38,92,14.45,68,5.76,4,2.54,3,0
SC,111,510,407-3949,0,0,0,119,13.31,94,16.85,94,11.18,4,3.27,1,0
VA,117,408,363-4779,0,0,0,98,16.51,131,19.38,111,10.8,3,2.86,1,0
MS,68,415,340-2239,0,0,0,93,16,80,12.55,85,9.61,2,2.73,0,0
SD,27,510,359-3423,0,0,0,95,38.47,109,23.32,119,10.92,3,2.21,2,1
MN,91,415,382-9297,0,0,0,61,22.75,96,13.5,92,8.53,2,2.84,1,0
AL,181,415,330-9294,0,1,27,93,32.35,127,21.17,82,9.71,4,2.86,1,0
CO,118,415,362-8763,0,1,36,106,50.13,115,14.08,63,8.51,5,2.65,3,0
ME,112,415,403-4816,0,0,0,114,31.52,119,16.27,78,6.48,11,2.7,2,0
GA,93,415,371-2155,0,0,0,121,30.52,131,16.31,125,7.45,4,3.24,0,0
AZ,102,408,334-1339,0,0,0,94,26.86,100,17.67,120,8.57,10,2.73,0,0
MA,93,415,341-7412,0,0,0,131,29.41,108,16.18,66,13.05,2,2.81,0,0
AZ,107,415,375-4770,0,1,32,101,22.81,145,18.01,138,7.54,5,2.21,1,0
IN,100,415,406-7643,0,1,32,123,21.28,101,19.63,106,8.64,9,3.4,3,0
DE,115,415,415-8164,0,0,0,111,33.3,108,19.3,113,14.09,1,3.56,2,0
WI,63,510,354-3545,0,1,13,61,36.41,88,15.4,68,7.83,2,2.78,0,0
ME,57,415,377-3139,0,0,0,101,37.59,65,20.12,137,11.35,1,2.57,0,0
DC,119,408,418-7478,0,1,26,100,22.44,121,14.73,108,9.16,5,3.13,1,0
GA,73,408,385-6952,0,0,0,92,26.79,87,16.86,106,16.42,4,2.46,1,0
HI,98,408,381-8593,0,1,30,71,18.75,108,15.5,88,8.27,8,2.97,2,0
VA,139,415,365-9371,1,0,0,121,27.46,137,16.4,96,7.57,13,3.02,0,0
NY,31,408,401-7335,0,1,28,116,29.21,125,20.46,80,11.05,7,2.86,1,0
PA,129,510,364-5126,0,1,32,99,35.87,89,13.18,96,10.57,5,3.08,1,0
AR,115,415,385-7157,0,0,0,89,23.68,95,16.35,75,6.8,3,2.51,7,1
HI,108,415,385-4766,0,0,0,99,49.57,93,18.79,110,10.31,9,3.78,2,1
DE,139,408,390-1760,0,0,0,110,23.63,93,11.3,120,12.24,1,3.27,0,0
